job_title,place,company,salary,job_info
人工智慧資料科學家/人工智慧應用工程師_台達研究院(台北),台北市內湖區,台達電子工業股份有限公司,面議（經常性薪資4萬/月含以上）,"「台達研究院」成立於2013年，除致力於大數據分析及物聯網應用與解決方案的開發與整合，加速企業轉型成功，也積極與產官學研生態體系協作，以開放創新模式，創造多贏生態圈。

本職缺主要工作內容:
1. 以機器學習、深度學習、統計與作業研究等技術，分析內外部客戶資料，提供合適的解決方案
2. 研究與開發人工智慧之演算法、應用和服務
3. 設計、協助及管理資料分析及最佳化專案、培訓等業務推動
4. 參與智慧製造、智慧醫療、智慧生活、智慧企業等產業轉型專案，並協助設計分析流程(含資料採集、邊緣運算分流、演算法選用等)。
你/妳將會應用資料分析技術於以下六個類別的問題
1. Video & Image Processing and Analytics
□ 工業檢測
□ 缺陷分類
□ 安全監控
2. Bio-image Analytics, Bio-text Analytics
□ 醫療影像處理
□ 生醫文件探勘
3. Time Series Analysis
□ 預測性維護 (predictive maintenance)
4. Operations Research
□ 智能調機、路徑規劃、參數最佳化
□ 產能提升、工廠配置、物流優化
□ 產品設計優化電算機學門,數學統計學門,工程學門"
電話行銷人員-台中文心,台中市北屯區,東森得易購股份有限公司(東森購物)(電視購物),"月薪 25,600元","1. 提供會員服務及商品活動訊息。
2. 透過電話行銷創造客戶需求，進行產品說明及銷售。
3. 專業商品售後服務，對與客戶維持良好互動。
4. 百分之百內勤電話開發工作，不用在外辛苦奔波。

【優渥獎金制度】
1. 業績獎金/激勵獎金/年度達標獎金/海外旅遊獎金/年資獎金等，快速累積百萬獎金!!
2. 每月平均獎金8萬元以上
3. 月薪百萬不是夢想!

【工作優勢】
1. 台灣知名電視購物及媒體高曝光度，銷售更輕鬆!
2. 提供大數據高優質會員名單服務（無須辛苦陌生開發）
3. 以關懷客戶商品使用情形後進行銷售，以提升銷售成交率
4. 商品具獨賣性，有效市場區隔，客戶接受度及商品獨佔性高!
5. 提供完整及專業的教育訓練

【福利制度】
1. 保障底薪。
2. 業績獎金＋激勵獎金＋年度達標獎金+海外旅遊獎金。
3. 年資滿一年另有年資獎金
4. 享三節禮金、生日禮金。
5. 特休優於勞基法，跨年即享特休。
6. 享有員購福利及不定期員工聚餐、員工休息室(有個人式包廂KTV、各式健身器材)。
7. 為正式員工非派遣員工。
8. 健康檢查、社團活動、員工獎勵旅遊。

【工作具備條件】
1. 須口齒清晰、談吐流利、反應靈敏，具業務企圖心、高EQ以及高抗壓性。
2. 具國語及台語聽、說能力。
3. 中文打字每分鐘20字以上。
4. 高中職以上畢業。"
資安工程師(漏洞研究)_台達研究院(台北),台北市內湖區,台達電子工業股份有限公司,面議（經常性薪資4萬/月含以上）,"「台達研究院」成立於2013年，除致力於大數據分析及物聯網應用與解決方案的開發與整合，加速企業轉型成功，也積極與產官學研生態體系協作，以開放創新模式，創造多贏生態圈。而隨著物聯網技術發展，產品安全議題逐漸受到重視，漏洞問題層出不窮，各國政府也採取因應行動，制定相關法規規範企業，保障顧客權益。因此，台達於2018年成立CPSS3C(Cyber Physical System Security Solution & Service Center)，致力於提升產品安全品質，2020更協助台達通過IEC62443-4-1產品安全開發流程認證，建立產品安全框架，同時提供各項安全檢測服務。本職缺將在CPSS3C貢獻一己之長，只要您有熱情，歡迎加入我們的行列。主要工作內容：
• 提供產品與系統之威脅建模/風險評估
• 提供滲透測試/弱點掃描檢測服務/反向工程
• 提供產品安全顧問服務、評估與檢測報告，並提供技術諮詢
• 提供教育訓練工程學門,資訊管理學類"
數據工程師(SEO小組),台北市松山區,全球華人股份有限公司(1111人力銀行),面議（經常性薪資4萬/月含以上）,"1. 開發與維運分析所需的資料流（Data Pipeline ETL）
2. 與工程單位合作進行公司資料倉儲共同設計及維護
3. 協助排程及部署資料科學家設計的演算法
4. 監控並維護資料品質
5. 根據需求建立報表"
資安工程師(顧問輔導)_台達研究院(台北),台北市內湖區,台達電子工業股份有限公司,面議（經常性薪資4萬/月含以上）,"「台達研究院」成立於2013年，除致力於大數據分析及物聯網應用與解決方案的開發與整合，加速企業轉型成功，也積極與產官學研生態體系協作，以開放創新模式，創造多贏生態圈。而隨著物聯網技術發展，產品安全議題逐漸受到重視，漏洞問題層出不窮，各國政府也採取因應行動，制定相關法規規範企業，保障顧客權益。因此，台達於2018年成立CPSS3C (Cyber Physical System Security Solution & Service Center)，致力於提升產品安全品質，2020更協助台達通過IEC62443-4-1產品安全開發流程認證，建立產品安全框架，同時提供各項安全檢測服務。本職缺將在CPSS3C貢獻一己之長，只要您有熱情，歡迎加入我們的行列。

主要工作內容包含, 但不限於:
• 針對產品開發單位輔導導入安全開發流程
• 調研分析各國資安法規與標準，並精進產品安全開發流程框架
• 撰寫流程指導文件，並協助公司產品取得IEC 62443或其它產品安全標準認證
• 擔任溝通窗口，釐清客戶問題及需求，並提供改善建議
• 提供產品安全相關教育訓練"
業務助理~保底30K(住商南屯文山加盟店),台中市南屯區,住商不動產(加盟店聯合徵才) (中彰投區),"月薪 25,250~3.6萬元","☀ ☀ ☀ 保證只要你肯做【年薪破百不是夢】
1.保底30k+高優渥獎金
2.【超級業務的成就動機】，正確的工作態度、做事要認真，用對的方法
3.強大的【三大主管+兩大祕書+超強活力業務群】讓您服務客人時無後顧之憂
4.大台中的發展趨勢與嶺東商圈發展趨勢課程
5.   【賣方開發】在地深耕超強大資源
6.   【買方開發】無限量供應用具、器材
7.   【絕對成交】銷售、開發課程主管強力指導
8.   【大數據資料庫】強大資源讓你第一手掌握
9.   720度【VR實景看屋】銷售最佳利器，業界首創
10.  【謄本資料庫】節省業務支出
11.   最齊全的【網路廣告】雪花片片
12.  【成交流程】細節解說與實際帶領
13.  【口碑行銷】在地深耕7年...客戶介紹客戶
14.  【優渥獎金】每月開發獎金、銷售獎金、半年國內外不定期員工旅遊、生日餐會
                         》福利只有好才敢大聲《


☞ 你真的甘心一輩子當小資族嗎????

☞ ☞你還在領死薪水，卻眼巴巴看著別人買房子、買車子，過好日子嗎ˊ???

✌ 只要您有企圖心，野心~別在擔心您沒經驗行不行，教您是我們的責任~  ~  ~

✌ ✌ ✌ 不同~創新~機會多~資源豐富~快來加入我們的團隊吧

☺☺☺ 歡迎社會新鮮人、二度就業、同業菁英輕型機車輕型機車"
最後3席~錯過可惜(住商南屯文山加盟店),台中市南屯區,住商不動產(加盟店聯合徵才) (中彰投區),"月薪 25,250~3.5萬元","☀ ☀ ☀ 保證只要你肯做【年薪破百不是夢】
1.保底30k+高優渥獎金
2.【超級業務的成就動機】，正確的工作態度、做事要認真，用對的方法
3.強大的【三大主管+兩大祕書+超強活力業務群】讓您服務客人時無後顧之憂
4.大台中的發展趨勢與嶺東商圈發展趨勢課程
5.   【賣方開發】在地深耕超強大資源
6.   【買方開發】無限量供應用具、器材
7.   【絕對成交】銷售、開發課程主管強力指導
8.   【大數據資料庫】強大資源讓你第一手掌握
9.   720度【VR實景看屋】銷售最佳利器，業界首創
10.  【謄本資料庫】節省業務支出
11.   最齊全的【網路廣告】雪花片片
12.  【成交流程】細節解說與實際帶領
13.  【口碑行銷】在地深耕7年...客戶介紹客戶
14.  【優渥獎金】每月開發獎金、銷售獎金、半年國內外不定期員工旅遊、生日餐會
                         》福利只有好才敢大聲《


☞ 你真的甘心一輩子當小資族嗎????

☞ ☞你還在領死薪水，卻眼巴巴看著別人買房子、買車子，過好日子嗎ˊ???

✌ 只要您有企圖心，野心~別在擔心您沒經驗行不行，教您是我們的責任~  ~  ~

✌ ✌ ✌ 不同~創新~機會多~資源豐富~快來加入我們的團隊吧

☺☺☺ 歡迎社會新鮮人、二度就業、同業菁英

FB🔍:住商不動產南屯文山店輕型機車輕型機車"
Android工程師 (資訊部),台北市內湖區,三立電視台(三立電視股份有限公司),面議（經常性薪資4萬/月含以上）,"1. 參與 新媒體影音圖文、電子商務、社群網路、 big data 相關 Android APP 之分析、設計及程式撰寫、修改
2. 規劃、執行與維護公司現有專案
3. 協助研發新軟體技術及新應用工具
4. Web Service 資料整合應用服務"
數位IC設計自動化平台開發工程師 (人工智慧) - 新竹,新竹市東區,聯發科技股份有限公司(聯發科),面議（經常性薪資4萬/月含以上）,"1.Software and GUI development (with AI/ML technologies) of in-house digital EDA platforms (e.g. for early Floorplan & Feedthrough explorations)
2. Develop complex chip design /develop / test methodologies using AI/ML/DL/RL techniques and big data analysis to enhance product competitiveness or project productivity
3. Flow coordination, to collect/consolidate flow spec, drive solutions and project landing engagements cross various related technology domains/teams電機工程學類,電子工程學類,通信學類"
大林慈院-智慧醫療創新中心-軟體程式設計師(智慧醫療系統),嘉義縣大林鎮,佛教慈濟醫療財團法人大林慈濟醫院,面議（經常性薪資4萬/月含以上）,"智慧醫療系統開發及維護資訊管理學類,資訊工程學類"
中信房屋-高雄澄清加盟店-不動產經紀營業員(鳳山/鳥松儲備幹部) ,高雄市三民區,中信房屋(加盟店聯合徵才)(中信),面議（經常性薪資4萬/月含以上）,"※房屋買賣仲介服務 
※土地買賣仲介服務 
※不動產租賃服務 
※學習市場行情
※不動產相關諮詢服務主要商品與服務
※優質團隊績優店，公司有完整專業知識職前訓練、國內外旅遊、年終獎金。
※直營體系，優先錄用!輕型機車"
程式設計人員,台北市中正區,華南商業銀行股份有限公司,面議（經常性薪資4萬/月含以上）,"1. 軟體開發：負責各項資訊專案或需求功能開發，包括系統設計、程式開發等
2. 網站應用程式開發。
3. 負責iOS或Android APP專案需求之分析、設計及程式撰寫。資訊工程學類,資訊管理學類"
BI數據工程師,台中市西屯區,葳誠科技有限公司,月薪 6.5萬~8.5萬元,"駐點於外商客戶端
良好的溝通能力、能夠清晰表達自己的想法，同時能與團隊一起探討每項行動背後的思路與目標。
• 三年以上數據開發經驗，使用微軟BI解決方案(Power BI)與data warehouse開發與管理
• 三年以上ETL開發、BI數據分析、Dashboards開發經驗
• IT系統 24/7 運維經驗(Operation support)
• 在跨國公司工作和與全球團隊互動的經驗，能與不同文化/工作模式的同事一同合作

▇ 相關工作職責
• 對既有系統與服務提供技術運維支持(Technology support for existing application & services)，
針對系統運行產生的問題/需求進行維護、管理以及提供問題根本原因的解決方案或替代方案(root cause solving or workaround solution)
• 數據流程(含IT/業務流程)改進和預防性維護(data/business process improvement & preventive action/maintenance)
• 與使用者一同合作來定義需求以滿足業務要求，並滿足可擴展以及可行性
• 在設計、開發、部署階段，根據需要與不同供應商合作對接
• 新技術、專案上線後的技術移轉與技術支持

▇ 加分的能力和經驗
• 製造業相關產業IT經驗
• 熟悉製造業或是ERP相關流程與數據
• 持續學習，會根據市場趨勢或公司需要增加技術或非技術相關的能力
• 專案管理經驗
• 其他：持續學習(成長心態)-樂於找方法/解決問題、當責(Ownership)、良好的溝通(傾聽)能力、自我管理能力強"
iOS工程師 (台北),台北市內湖區,健康力科技股份有限公司,面議（經常性薪資4萬/月含以上）,"本職務內容主軸於：
1. 智慧好醫、AI健康力維護與開發。
2. 與Product Manager、UI/UX合作、評估、規劃並實作開發任務。
3. API串接後端平台。
4. 維護控管追蹤碼。

北醫國際生技 Ｘ 綠杏事業 Ｘ 健康力集團 深度結盟合作，雙方交叉持股，攜手共同發展「醫藥聯網」，透過整合醫師看診系統、藥局資訊系統(HIS)、AI、大數據及個人健康管理的「智慧好醫APP」，串聯診所、藥局及民眾居家場域，提供線上線下全方位的健康照護與藥事諮詢服務。

如果你/妳自認具備【熱忱】、【追求極致】、【樂於團隊合作】的特質，
我們歡迎你/妳一起加入健康力科技的開發團隊，在這大家庭裡，你將會在專業開發顧問的協助下，與團隊一起打造極致又造福人群的未來明星產品。資訊工程學類,資訊管理學類"
行銷經理 (台北),台北市內湖區,健康力科技股份有限公司,月薪 5萬~6萬元,"本職務內容主軸有：
1.綠杏健康力藥局商品行銷促案包裝、廠商活動洽談、商品銷售追蹤及分析、行銷專案業務規劃及執行。
2. LINE@社群經營及管理、FB社群經營及管理。
3. 其他臨時支援行銷事項。


北醫國際生技 Ｘ 綠杏事業 Ｘ 健康力集團 深度結盟合作，雙方交叉持股，攜手共同發展「醫藥聯網」，透過整合醫師看診系統、藥局資訊系統(HIS)、AI、大數據及個人健康管理的「智慧好醫APP」，串聯診所、藥局及民眾居家場域，提供線上線下全方位的健康照護與藥事諮詢服務。

如果你/妳自認具備【熱忱】、【追求極致】、【樂於團隊合作】的特質，
我們歡迎你/妳一起加入健康力科技的開發團隊，在這大家庭裡，你將會在專業開發顧問的協助下，與團隊一起打造極致又造福人群的未來明星產品。"
【PropTech數位人才招募】APP開發工程師(iOS),台北市信義區,信義房屋股份有限公司,面議（經常性薪資4萬/月含以上）,"【關於PropTech數位人才招募計劃】
信義企業集團的各項產品與計畫正融入大數據、機器學習與人工智慧等應用，我們的數位團隊也持續致力於「房地產科技創新」與「數位居住生活」兩大面向，以創新智能工具，為使用者提供超乎想像的服務體驗。
我們希望讓居住在這片土地上的人們，在「不動產交易買賣」與「居住生活日常」有更好的保障與體驗，也期待你與我們一起，加速這個改變。
這裡匯聚了40年的集團產業資源，以及多元化的人才；接下來，想邀請你加入，與我們一起創造超乎想像的體驗，成就即將到來的未來！

【職務說明】
1.開發並維護信義集團APP
2.與後端開發人員合作，評估、規劃並實作開發任務
3.撰寫自動化測試程式數學統計學門,電算機學門,資訊管理學類"
軟體設計工程師(高雄),高雄市三民區,健康力科技股份有限公司,"月薪 25,250~6萬元","本職務主軸於系統軟體設計開發，
1. 負責軟體程式撰寫、測試與維護，並控管軟體設計進度。
2. 熟悉程式語言C# (Windows Forms)、SQL語法(MS SQL、Oracle、MySql等...皆可)，有實務開發經驗者尤佳。
3. 對程式開發有熱枕、具願意學習新技術。且獨立思考解決問題能力。
4. 備有責任感、抗壓性、主動積極、良好溝通能力及團隊合作精神。
5. 具醫療資訊系統設計經驗者佳。


北醫國際生技 Ｘ 綠杏事業 Ｘ 健康力集團 深度結盟合作，雙方交叉持股，攜手共同發展「醫藥聯網」，透過整合醫師看診系統、藥局資訊系統(HIS)、AI、大數據及個人健康管理的「智慧好醫APP」，串聯診所、藥局及民眾居家場域，提供線上線下全方位的健康照護與藥事諮詢服務。

如果你/妳自認具備【熱忱】、【追求極致】、【樂於團隊合作】的特質，
我們歡迎你/妳一起加入健康力科技的開發團隊，在這大家庭裡，你將會在專業開發顧問的協助下，與團隊一起打造極致又造福人群的未來明星產品。"
軟體開發工程師_10775,台北市北投區,和碩聯合科技股份有限公司(和碩集團),月薪 3.2萬~5.3萬元,"1.負責WEB System前後端程式設計開發及維護(使用.Net MVC)
2.設計規劃資料庫
3.網站應用程式(WEB API)開發
4.Windows APP設計開發 (使用C#，C++，Python,....)
5.具備解決問題的能力，及良好團隊合作與溝通能力資訊工程學類,電機工程學類,電子工程學類"
BI數據工程師,台南市東區,葳誠科技有限公司,月薪 6.5萬~8.5萬元,"駐點於外商客戶端
良好的溝通能力、能夠清晰表達自己的想法，同時能與團隊一起探討每項行動背後的思路與目標。
• 三年以上數據開發經驗，使用微軟BI解決方案(Power BI)與data warehouse開發與管理
• 三年以上ETL開發、BI數據分析、Dashboards開發經驗
• IT系統 24/7 運維經驗(Operation support)
• 在跨國公司工作和與全球團隊互動的經驗，能與不同文化/工作模式的同事一同合作

▇ 相關工作職責
• 對既有系統與服務提供技術運維支持(Technology support for existing application & services)，
針對系統運行產生的問題/需求進行維護、管理以及提供問題根本原因的解決方案或替代方案(root cause solving or workaround solution)
• 數據流程(含IT/業務流程)改進和預防性維護(data/business process improvement & preventive action/maintenance)
• 與使用者一同合作來定義需求以滿足業務要求，並滿足可擴展以及可行性
• 在設計、開發、部署階段，根據需要與不同供應商合作對接
• 新技術、專案上線後的技術移轉與技術支持

▇ 加分的能力和經驗
• 製造業相關產業IT經驗
• 熟悉製造業或是ERP相關流程與數據
• 持續學習，會根據市場趨勢或公司需要增加技術或非技術相關的能力
• 專案管理經驗
• 其他：持續學習(成長心態)-樂於找方法/解決問題、當責(Ownership)、良好的溝通(傾聽)能力、自我管理能力強"
【IT】AI 智慧製造經理,桃園市中壢區,日月光半導體製造股份有限公司(日月光)(中壢廠),面議（經常性薪資4萬/月含以上）,"1. 協助及管理資料分析、AI 人工智慧相關專案
2. 培訓人才及AI 活動推動, 帶領資料科學家團隊, 整合 AI 技術
3. 外部專題研討會參與, 評估產品及相關活動, 維持技術領先.數學統計學門,電算機學門,工業工程學類"
工研院資通所_AI計畫專案管理工程師 (W303),新竹縣竹東鎮,財團法人工業技術研究院(工研院),面議（經常性薪資4萬/月含以上）,"AI Technical PM: 熟悉AI技術與Big Data平台系統架構，主要負責與Business User溝通需求，協助並收斂產品規格，將團隊發展之相關技術引入，規劃並帶領AI專案執行落地，實踐客戶價值，應用領域包含觀光、商務、製造、金融等資訊工程學類,電子工程學類,電機工程學類"
【麥思印刷】電商行銷專員 E-Commerce Marketing,新北市中和區,麥思印刷整合有限公司(設計人聊印刷事),月薪 2.8萬~6萬元,"● 自媒體經營 ( FB、LINE OA、Instagram ...等 )
● 對電子商務的銷售模式有熱忱且具備企劃文案能力 
● 制定年度網路行銷工作計畫與預算，定期檢討業績
● 有操作網購平台經驗尤佳 ( 各大拍賣電商、Pinkoi ...等 )
● 有執行過Facebook、Google及網路媒體廣告經驗者尤佳
● 企業網站相關內容與服務與網站前後台功能及整體動線的規劃
● 品牌行銷策劃，及負責電子報、EDM及各種宣傳文案的企劃與發送 
● 網路行銷資料收集整合、網路廣告成效追蹤回饋、匯整網站流量及檔期活動成效分析報告
● 熟悉各個網路廣告平台的操作和分析工具，包括：FB Ads 、Google Ads、GA、Google Search Console ...等

※底薪+高額達標獎金
※需有相關數位行銷或網購平台1-2年以上操作經驗者，本職位依學經歷敘薪
※投遞履歷請附上個人過往相關行銷、活動、文案等成功案例作品設計學門,藝術學門,大眾傳播學門輕型機車,普通重機車"
製程工程師,台南市麻豆區,介聯企業股份有限公司,月薪 3.5萬元以上,"•	你喜歡動手解決機械、設備問題與產程規劃嗎？
•	你想要突破塑膠發泡產業機台量產技術的極限，並持續挑戰未來科技的無限可能嗎？
•	”製程工程師”就是最適合你的位置，你將運用最先進的機器設備及大數據來進行製程提升，與公司一起成長，共同突破機台的生產極限，成為推動塑膠發泡領域解決問題的工程專業人才！


1. 製程參數蒐集、建立及優化。 
2. 監控製程品質及良率改善。
3. 產線作業之管理，維持產線的正常運轉，以提升產能降低成本。
4. 製程能力提昇，持續改善優化現有生產線。
5. 協助產線自動化系統的建立與推展。
6. 新製程技術、設備與新產品開發，量產導入。普通重機車"
"IT SOLUTION ARCHITECT (Taipei, Taoyuan or Taichung)",桃園市龜山區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"Job Description

As a Solution Architect in the SMTS( a.k.a SmartMFG & AI Technical Solution team) at Micron, you will be responsible for the following: Leading and coordinating with customers and stakeholders to provide high-level architectural guidance for future needs and optimize the Capability Roadmaps to reflect those.

The SMTS Architect is also responsible for the ongoing partnership and communication with our internal users, Data Science team members, Site IT, other IT teams, and with executive level business owners to develop and advance Micron’s Systems. The SMTS Architect is also responsible to coordinate the Architecture Center of Excellence.

Responsibilities and Tasks

-Use Architecture Reviews and Roadmap Management processes to ensure the value and flexibility for our systems.

-Provide high-level direction to strategic suppliers to ensure the architecture meets the needs of the business.

-Maintain technical, solution, and domain subject matter expertise to help provide input regarding future requirements.

Education

Experience
5 years experience in any of the following:
• Project Architecture, Project Management or Technical/Management Leadership (preferred)

10 years experience in any of the following:
•Information Technology (I.T.) or a Business Domain
•Required Technical skill ( not necessary to meet all, the more the better )
• Hadoop
• Snowflake ( other MPP is fine, snowflake is preferred)
• Docker ( container-based application development is preferred)
• Nifi ( other ETL tool is fine, Nifi is preferred )
• Spark
• Python
• CI/CD ( Jenkins/K8S/openshift)
• Container-based application development資訊工程學類,資訊管理學類"
【111年預聘暨研發替代役】人工智慧資料科學家/人工智慧應用工程師_台達研究院(台北),台北市內湖區,台達電子工業股份有限公司,面議（經常性薪資4萬/月含以上）,"「台達研究院」成立於2013年，除致力於大數據分析及物聯網應用與解決方案的開發與整合，加速企業轉型成功，也積極與產官學研生態體系協作，以開放創新模式，創造多贏生態圈。

本職缺主要工作內容:
1. 以機器學習、深度學習、統計與作業研究等技術，分析內外部客戶資料，提供合適的解決方案
2. 研究與開發人工智慧之演算法、應用和服務
3. 設計、協助及管理資料分析及最佳化專案、培訓等業務推動
4. 參與智慧製造、智慧醫療、智慧生活、智慧企業等產業轉型專案，並協助設計分析流程(含資料採集、邊緣運算分流、演算法選用等)。

你/妳將會應用資料分析技術於以下六個類別的問題
1. Video & Image Processing and Analytics
 工業檢測
 缺陷分類
 安全監控
2. Bio-image Analytics, Bio-text Analytics
 醫療影像處理
 生醫文件探勘
3. Natural Language Processing
 語意理解
 文本生成
 跨語系的語言建模
 多模態機器學習
4. Time Series Analysis
 產品品質診斷
 機台預測性維護 (predictive maintenance)
 傳感器訊號融合分析
5. Operations Research
 生產排程優化
 運輸派送問題優化
6. Knowledge
 建構知識圖譜、知識庫
 發展以知識圖譜為基礎的知識系統數學統計學門,電算機學門,工程學門"
資深資料整合系統工程師,台北市大安區,弘一資訊股份有限公司,面議（經常性薪資4萬含以上）,"1.熟悉 Informatica 資料整合解決方案。
2.協助客戶導入 Informatica 資料整合解決方案。
3.BI/DW/DI專案需求訪談、系統分析並製作系統需求規格書文件。
4.ETL程式設計、開發、測試並撰寫相關文件。
5.協助專案經理完成專案工作項目。
6.研究資料整合相關技術發展，包含如 Big Data、Social Media、DW、MDM、Data Governance 等等)
7.毋需負擔管理責任。"
《急徵》臺北醫學大學 人文暨社會科學院 誠徵科技部研究計畫助理,台北市信義區,臺北醫學大學,"月薪 32,470元","【研究內容】涵蓋認知神經科學研究（腦波、非侵入式電刺激）、注意力、記憶、決策研究、大數據與計算機模擬研究、AR/VR...等，有興趣者，歡迎踴躍提遞履歷。

【徵求條件】
1.歡迎國內外大專院校學士、碩士畢業、具博士學位之人才。
2.需閱讀英文與撰寫英文。
3.具備耐心、細心、有責任感等特質，樂於與人溝通，能獨立作業。
4.具獨立思考、研究科學熱誠、熱心負責、良好溝通協調能力和團隊合作之精神，擇優錄取。
5.抗壓性強。

【工作內容】
1.收集實驗、分析資料、跑統計資料。
2.撰寫成果報告與處理與該計畫相關之行政庶務。
3.其他計畫主持人交辦事項等。

【薪資待遇】
依「臺北醫學大學專題研究計畫專任助理人員工作酬金暨博士後研究員教學研究費用表」計算，享勞健保，福利皆依校方規定。

具博士學位專任助理(面議)；碩士級專任助理(範圍37,140元/月)；學士級專任助理(範圍32,470元/月)。

【上班日期】面談錄取後即日上班。

【工作地點】臺北醫學大學人文暨社會科學院。

【聯絡方式】  
1.徵才截止日：即日起至111年03月31日止(視應徵狀況調整)。 
2.應徵方式：意者請準備履歷、自傳，以「科技部研究計畫助理」為信件主旨，將資料寄至tiffanymy@tmu.edu.tw (翁小姐)。
3. 履歷表隨到隨審，資格符合者以電子郵件/電話通知面談，不合者恕不另行通知與退件。

【公告單位】臺北醫學大學人文暨社會科學院"
【年後轉職選台達】工程研發/商管人才最佳首選,桃園市中壢區,台達電子工業股份有限公司,面議（經常性薪資4萬/月含以上）,"按讚並追蹤〝台達Delta Career〝FB粉絲專頁，讓您更快掌握台達職缺脈動！
https://www.facebook.com/deltacareer

歡迎各路領域專家來台達研發您自己，HR將依照您的學經歷與期望職務媒合至適合單位安排視訊面試，年後一起來台達永續發展您的未來，加入改變世界的行列！

▋ 招募職類：電子設計、軟體、韌體、硬體、機構、品保、IE、統購、業務、PM等領域專家
▋ 三大業務範疇、八大事業群
▋ 工作地點：台北、桃園(龜山/中壢/平鎮)、新竹(竹北)、中科、南科
▋ 報到時間：年後到職

▶想知道電子設計工程師的一天嗎？給我三分鐘，讓你一窺台達EE的一天！
https://reurl.cc/44R0OL

▶想知道台達機構工程師的精采生活嗎?
https://reurl.cc/Y91Abl

▶台達電子也有大數據，軟體人才募集中！
https://reurl.cc/Qj3nQ0

▶台達採購招募系列影片發燒中！
https://reurl.cc/e6xNZW商業及管理學門,工程學門,應用數學學類"
製造技術員,台南市麻豆區,介聯企業股份有限公司,月薪 3.5萬元以上,"•	你喜歡動手解決機械、設備問題與產程規劃嗎？
•	你想要突破塑膠發泡產業機台量產技術的極限，並持續挑戰未來科技的無限可能嗎？
•	”製造技術員”就是最適合你的位置，你將運用最先進的機器設備及大數據來進行製程提升，與公司一起成長，共同突破機台的生產極限，成為推動塑膠發泡領域解決問題的工程專業人才！


1. 製程參數蒐集、建立及優化。 
2. 監控製程品質及良率改善。
3. 產線作業之管理，維持產線的正常運轉，以提升產能降低成本。
4. 製程能力提昇，持續改善優化現有生產線。
5. 協助產線自動化系統的建立與推展。
6. 新製程技術、設備與新產品開發，量產導入。普通重機車"
中信房屋-高雄澄清加盟店-房仲業務(鳳山、三民區),高雄市三民區,中信房屋(加盟店聯合徵才)(中信),面議（經常性薪資4萬/月含以上）,"※房屋買賣仲介服務 
※土地買賣仲介服務 
※不動產租賃服務 
※學習市場行情
※不動產相關諮詢服務主要商品與服務
※優質團隊績優店，公司有完整專業知識職前訓練、國內外旅遊、年終獎金。
※直營體系，優先錄用!輕型機車,普通重機車"
中信房屋-高雄澄清加盟店-不動產經紀營業員 ,高雄市三民區,中信房屋(加盟店聯合徵才)(中信),面議（經常性薪資4萬/月含以上）,"※房屋買賣仲介服務 
※土地買賣仲介服務 
※不動產租賃服務 
※學習市場行情
※不動產相關諮詢服務主要商品與服務
※優質團隊績優店，公司有完整專業知識職前訓練、國內外旅遊、年終獎金。
※直營體系，優先錄用!輕型機車"
中信房屋-高雄澄清加盟店-房仲業務(鳳山區專員) ,高雄市三民區,中信房屋(加盟店聯合徵才)(中信),面議（經常性薪資4萬/月含以上）,"※房屋買賣仲介服務 
※土地買賣仲介服務 
※不動產租賃服務 
※學習市場行情
※不動產相關諮詢服務主要商品與服務
※優質團隊績優店，公司有完整專業知識職前訓練、國內外旅遊、年終獎金。
※直營體系，優先錄用!"
資深軟體工程師(S1-台中),台中市北區,凌群電腦股份有限公司,面議（經常性薪資4萬/月含以上）,"1. 新系統開發與建置，現有系統維護與功能開發. 
2. 有以下任何一項之開發經驗：ASP.NET、C#、 JAVA、 C/C++、 Angular JS、 Bootstrap、 JQuery 
3. 熟悉IIS 資料庫、 WEB程式開發、 API介面、 C# 、JAVA、語言 APP 開發、 CUBE、ETL數學統計學門,資訊科學學門,電算機學門"
資深人工智慧資料科學家_台達研究院(台北),台北市內湖區,台達電子工業股份有限公司,面議（經常性薪資4萬/月含以上）,"「台達研究院」成立於2013年，除致力於大數據分析及物聯網應用與解決方案的開發與整合，加速企業轉型成功，也積極與產官學研生態體系協作，以開放創新模式，創造多贏生態圈。

本職缺主要工作內容:
1. 面對內外部客戶討論和釐清問題，應用機器學習、深度學習、統計與作業研究等技術，分析實際資料，提供合適的解決方案
2. 開發人工智慧應用和解決方案，並提供全生命週期服務
3. 參與智慧製造、智慧學習、智慧生活等資料分析和最佳化專案，並設計分析流程(含資料採集、邊緣運算分流、演算法選用等)。
4. 推動AI應用導入、培訓等工作

你/妳將會應用AI技術於下列四類問題
1. 品質診斷 (Quality Diagnosis)
 產品異常偵測/檢測
 根因分析
 製程/機台參數優化
2. 預測性維護 (Predictive Maintenance)
 傳感器訊號融合分析
 實時監控
 設備健康狀態
 剩餘壽命預測
3. 作業研究 (Operations Research)
 運輸派送問題優化
 生產排程優化
4. 自然語言處理 (Natural Language Processing)
 文本分類、摘要、生成
 建構以閱讀理解為基礎的問答系統
 建構知識圖譜為基礎的搜尋系統工程學門,電算機學門,數學統計學門"
